corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs
atomic,id,0.0,0.0,intend_our_data_0_0,PersonX adds together diverse perspectives intend to total things.,"[""PersonX <ARG0>adds</ARG0> together diverse perspectives intend to <ARG1>total</ARG1> things.""]",0.0
atomic,id,0.0,0.0,intend_our_data_0_0,PersonX buys ingredients at a price intend to cook some food.,"[""PersonX <ARG0>buys</ARG0> ingredients at a price intend to <ARG1>cook</ARG1> some food.""]",0.0
atomic,id,0.0,0.0,intend_our_data_0_0,"PersonX brings creativity to life, intending to praise the innovative approach.","[""PersonX <ARG0>brings</ARG0> creativity to life, intending to <ARG1>praise</ARG1> the innovative approach.""]",0.0
atomic,id,0.0,0.0,intend_our_data_0_0,"PersonX becomes too much ""burnt out"" to relax for a bit.","[""PersonX <ARG0>becomes</ARG0> too much  burnt out  to <ARG1>relax</ARG1> for a bit.""]",0.0
atomic,id,0.0,0.0,intend_our_data_0_0,"PersonX blows PersonY's engine to smithereens, intending to repair the car and get it back in working order.","[""PersonX <ARG0>blows</ARG0> PersonY s engine to smithereens, intending to repair the <ARG1>car</ARG1> and get it back in working order.""]",0.0
atomic,id,0.0,0.0,intend_our_data_0_0,PersonX always drank with the intention of keeping the glass or bottle in a state of perpetual draught.,"[""PersonX always <ARG0>drank</ARG0> with the intention of <ARG1>keep</ARG1>ing the glass or bottle in a state of perpetual draught.""]",0.0
atomic,id,0.0,0.0,cause_our_data_0_0,"PersonX becomes unconventional instead, causes honest.","[""PersonX <ARG0>becomes</ARG0> unconventional instead, causes <ARG1>honest</ARG1>.""]",0.0
atomic,id,0.0,0.0,cause_our_data_0_0,PersonX buys it online cause checking about the product's authenticity.,"[""PersonX <ARG0>buys</ARG0> it online cause <ARG1>checking</ARG1> about the product s authenticity.""]",0.0
atomic,id,0.0,0.0,intend_our_data_0_0,PersonX buys a unique piece of artisanal jewelry from a friend intend to try it out/use it.,"[""PersonX <ARG0>buys</ARG0> a unique piece of artisanal jewelry from a friend intend to try it out/<ARG1>use</ARG1> it.""]",0.0
atomic,id,0.0,0.0,intend_our_data_0_0,"PersonX barks up the wrong tree, intending to berate PersonX for their perceived shortcomings, but ultimately ends up yelling at a mere shadow of their own insecurity.","[""PersonX <ARG0>barks</ARG0> up the wrong tree, intending to berate PersonX for their perceived shortcomings, but ultimately ends up <ARG1>yell</ARG1>ing at a mere shadow of their own insecurity.""]",0.0
