corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs
cnc,id,0,0,prevents_our_data_0_0,The government has implemented a series of laws to protect workers from unfair labor practices.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to protect workers from <ARG1>Unfair Labor Practices</ARG1>.""]",1
cnc,id,0,0,prevents_our_data_0_0,The government has implemented a series of laws to protect the environment from pollution.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to protect the environment from <ARG1>Pollution</ARG1>.""]",1
cnc,id,0,0,prevents_our_data_0_0,The government has implemented a series of laws to protect the public from dangerous products.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to protect the public from <ARG1>Dangerous Products</ARG1>.""]",1
cnc,id,0,0,prevents_our_data_0_0,The government has implemented a series of laws to protect the public from fraudulent financial practices.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to protect the public from <ARG1>Fraudulent Financial Practices</ARG1>.""]",1
cnc,id,0,0,prevents_our_data_0_0,"The government has implemented a series of measures to prevent the illegal trafficking of drugs, including increased border security and increased penalties.","[""The government has implemented a series of <ARG0>Measures</ARG0> to prevent the illegal <ARG1>Trafficking</ARG1> of drugs, including increased border security and increased penalties.""]",1
cnc,id,0,0,prevents_our_data_0_0,"The government has implemented a series of measures to prevent the illegal trafficking of people, including increased border security and increased penalties.","[""The government has implemented a series of measures to prevent the illegal <ARG1>Trafficking</ARG1> of people, including increased border <ARG0>Security</ARG0> and increased penalties.""]",1
cnc,id,0,0,prevents_our_data_0_0,The United States has imposed economic sanctions on North Korea in an effort to prevent the country from developing nuclear weapons.,"[""The United States has imposed economic <ARG0>Sanctions</ARG0> on North Korea in an effort to prevent the country from developing <ARG1>Nuclear</ARG1> weapons.""]",1
cnc,id,0,0,prevents_our_data_0_0,The United Nations has imposed an arms embargo on Sudan in an effort to prevent further violence and human rights abuses.,"[""The United Nations has imposed an arms <ARG0>Embargo</ARG0> on Sudan in an effort to prevent further <ARG1>Violence</ARG1> and human rights abuses.""]",1
cnc,id,0,0,prevents_our_data_0_0,The United Nations has imposed an arms embargo on Libya in an effort to prevent the country from destabilizing the region.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Libya in an effort to prevent the country from <ARG1>Destabilizing</ARG1> the region.""]",1
cnc,id,0,0,prevents_our_data_0_0,The United States has imposed economic sanctions on Iran in an effort to prevent the country from developing nuclear weapons.,"[""The United States has imposed <ARG0>Economic sanctions</ARG0> on Iran in an effort to prevent the country from developing <ARG1>Nuclear weapons</ARG1>.""]",1
cnc,id,0,0,prevents_our_data_0_0,The United Nations has imposed a trade embargo on Sudan in an effort to prevent the country from exporting weapons.,"[""The United Nations has imposed a <ARG0>Trade embargo</ARG0> on Sudan in an effort to prevent the country from <ARG1>Exporting</ARG1> weapons.""]",1
cnc,id,0,0,prevents_our_data_0_0,The United States has imposed economic sanctions on Cuba in an effort to prevent the country from supporting terrorism.,"[""The United States has imposed <ARG0>Economic sanctions</ARG0> on Cuba in an effort to prevent the country from <ARG1>Supporting</ARG1> terrorism.""]",1
cnc,id,0,0,prevents_our_data_0_0,The United Nations has imposed a travel ban on certain individuals in an effort to prevent the spread of terrorism.,"[""The United Nations has imposed a <ARG0>Travel ban</ARG0> on certain individuals in an effort to prevent the spread of <ARG1>Terrorism</ARG1>.""]",1
cnc,id,0,0,prevents_our_data_0_0,The United Nations has imposed a trade embargo on certain countries in an effort to prevent the spread of weapons of mass destruction.,"[""The United Nations has imposed a <ARG0>Trade embargo</ARG0> on certain countries in an effort to prevent the spread of <ARG1>Weapons</ARG1> of mass destruction.""]",1
cnc,id,0,0,prevents_our_data_0_0,The European Union has imposed economic sanctions on Russia in an effort to prevent the country from interfering in Ukraine's internal affairs.,"[""The European Union has imposed economic <ARG0>Sanctions</ARG0> on Russia in an effort to prevent the country from <ARG1>Interfering</ARG1> in Ukraine s internal affairs.""]",1
cnc,id,0,0,prevents_our_data_0_0,The United States has imposed economic sanctions on Iran in an effort to prevent the country from developing nuclear weapons.,"[""The United States has imposed economic <ARG0>Sanctions</ARG0> on Iran in an effort to prevent the country from developing <ARG1>Nuclear</ARG1> weapons.""]",1
cnc,id,0,0,prevents_our_data_0_0,The United Nations has imposed an arms embargo on Libya in an effort to prevent the country from committing human rights abuses.,"[""The United Nations has imposed an arms <ARG0>Embargo</ARG0> on Libya in an effort to prevent the country from committing human rights <ARG1>Abuses</ARG1>.""]",1
cnc,id,0,0,prevents_our_data_0_0,The United Nations has imposed an arms embargo on Sudan in an effort to prevent the country from engaging in further acts of aggression.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Sudan in an effort to prevent the country from engaging in further acts of <ARG1>Aggression</ARG1>.""]",1
cnc,id,0,0,prevents_our_data_0_0,The United Nations has imposed an arms embargo on Yemen in an effort to prevent the country from engaging in further acts of terrorism.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Yemen in an effort to prevent the country from engaging in further acts of <ARG1>Terrorism</ARG1>.""]",1
cnc,id,0,0,prevents_our_data_0_0,The government has implemented a series of measures to prevent the spread of hate speech.,"[""The government has implemented a series of <ARG0>measures</ARG0> to prevent the spread of <ARG1>hate speech</ARG1>.""]",1
cnc,id,0,0,prevents_our_data_0_0,The United Nations has imposed an arms embargo on Iraq in an effort to prevent the country from acquiring weapons of mass destruction.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Iraq in an effort to prevent the country from acquiring <ARG1>Weapons of mass destruction</ARG1>.""]",1
cnc,id,0,0,prevents_our_data_0_0,The United States has imposed sanctions on Russia in an effort to prevent the country from interfering in the internal affairs of other countries.,"[""The United States has imposed <ARG0>Sanctions</ARG0> on Russia in an effort to prevent the country from <ARG1>Interfering</ARG1> in the internal affairs of other countries.""]",1
cnc,id,0,0,prevents_our_data_0_0,The government has passed legislation to prevent companies from engaging in unfair labor practices.,"[""The government has passed <ARG0>Legislation</ARG0> to prevent companies from engaging in <ARG1>unfair labor practices</ARG1>.""]",1
cnc,id,0,0,prevents_our_data_0_0,The United Nations has imposed economic sanctions on a country in an effort to prevent it from supporting human rights abuses.,"[""The United Nations has imposed economic <ARG0>Sanctions</ARG0> on a country in an effort to prevent it from <ARG1>supporting</ARG1> human rights abuses.""]",1
cnc,id,0,0,prevents_our_data_0_0,The United Nations has imposed an arms embargo on South Sudan in an effort to prevent the country from engaging in further conflict.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on South Sudan in an effort to prevent the country from engaging in further <ARG1>Conflict</ARG1>.""]",1
cnc,id,0,0,prevents_our_data_0_0,The government has implemented a series of laws to protect citizens from discrimination.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to protect citizens from <ARG1>Discrimination</ARG1>.""]",1
cnc,id,0,0,prevents_our_data_0_0,The government has implemented a series of laws to protect the public from fraudulent activities.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to protect the public from <ARG1>Fraudulent Activities</ARG1>.""]",1
cnc,id,0,0,prevents_our_data_0_0,The government has implemented a series of laws to protect the public from cybercrime.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to protect the public from <ARG1>Cybercrime</ARG1>.""]",1
cnc,id,0,0,prevents_our_data_0_0,The government has implemented a series of laws to protect the public from identity theft.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to protect the public from <ARG1>Identity Theft</ARG1>.""]",1
cnc,id,0,0,prevents_our_data_0_0,The government has implemented a series of laws to protect the public from financial exploitation.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to protect the public from <ARG1>Financial Exploitation</ARG1>.""]",1
cnc,id,0,0,prevents_our_data_0_0,The government has implemented a series of laws to protect the public from hate speech.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to protect the public from <ARG1>Hate Speech</ARG1>.""]",1
cnc,id,0,0,prevents_our_data_0_0,The government has implemented a series of laws to protect the public from the misuse of data.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to protect the public from the <ARG1>Misuse of Data</ARG1>.""]",1
cnc,id,0,0,prevents_our_data_0_0,The government has implemented a series of laws to protect the public from the abuse of power.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to protect the public from the <ARG1>Abuse of Power</ARG1>.""]",1
cnc,id,0,0,prevents_our_data_0_0,The government has implemented a series of laws to protect the public from the spread of misinformation.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to protect the public from the <ARG1>Spread of Misinformation</ARG1>.""]",1
cnc,id,0,0,prevents_our_data_0_0,The government has implemented a series of laws to protect the public from the spread of fake news.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to protect the public from the <ARG1>Spread of Fake News</ARG1>.""]",1
cnc,id,0,0,prevents_our_data_0_0,The government has implemented a series of laws to protect the public from the spread of hate crimes.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to protect the public from the <ARG1>Spread of Hate Crimes</ARG1>.""]",1
cnc,id,0,0,prevents_our_data_0_0,The government has implemented a series of laws to protect the public from the exploitation of vulnerable populations.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to protect the public from the <ARG1>Exploitation of Vulnerable Populations</ARG1>.""]",1
cnc,id,0,0,prevents_our_data_0_0,The government has implemented a series of laws to protect the public from the abuse of animals.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to protect the public from the <ARG1>Abuse of Animals</ARG1>.""]",1
cnc,id,0,0,prevents_our_data_0_0,The government has implemented a series of laws to protect the public from the spread of organized crime.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to protect the public from the <ARG1>Spread of Organized Crime</ARG1>.""]",1
cnc,id,0,0,prevents_our_data_0_0,The government has implemented a series of laws to protect the public from the spread of human trafficking.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to protect the public from the <ARG1>Spread of Human Trafficking</ARG1>.""]",1
cnc,id,0,0,prevents_our_data_0_0,The United Nations has imposed sanctions on North Korea in an effort to prevent the country from developing nuclear weapons.,"[""The United Nations has imposed <ARG0>Sanctions</ARG0> on North Korea in an effort to prevent the country from developing <ARG1>Nuclear Weapons</ARG1>.""]",1
cnc,id,0,0,prevents_our_data_0_0,The United Nations has imposed sanctions on Iran in an effort to prevent the country from developing nuclear weapons.,"[""The United Nations has imposed <ARG0>Sanctions</ARG0> on Iran in an effort to prevent the country from developing <ARG1>Nuclear Weapons</ARG1>.""]",1
cnc,id,0,0,prevents_our_data_0_0,The United Nations has imposed sanctions on certain countries to prevent the proliferation of weapons of mass destruction.,"[""The United Nations has imposed <ARG0>Sanctions</ARG0> on certain countries to prevent the proliferation of <ARG1>Weapons of Mass Destruction</ARG1>.""]",1
cnc,id,0,0,prevents_our_data_0_0,The government has implemented a series of regulations to prevent banks from engaging in risky lending practices.,"[""The government has implemented a series of <ARG0>Regulations</ARG0> to prevent banks from engaging in risky <ARG1>Lending</ARG1> practices.""]",1
cnc,id,0,0,prevents_our_data_0_0,The government has implemented a series of regulations to prevent companies from polluting the environment.,"[""The government has implemented a series of <ARG0>Regulations</ARG0> to prevent companies from <ARG1>Polluting</ARG1> the environment.""]",1
cnc,id,0,0,prevents_our_data_0_0,The government has implemented a series of regulations to prevent companies from exploiting workers.,"[""The government has implemented a series of <ARG0>Regulations</ARG0> to prevent companies from <ARG1>Exploiting</ARG1> workers.""]",1
cnc,id,0,0,prevents_our_data_0_0,The government has implemented a series of regulations to prevent companies from engaging in deceptive marketing practices.,"[""The government has implemented a series of <ARG0>Regulations</ARG0> to prevent companies from engaging in deceptive <ARG1>Marketing</ARG1> practices.""]",1
cnc,id,0,0,prevents_our_data_0_0,"The government has implemented a series of measures to prevent the spread of misinformation, including increased monitoring of online activity and increased penalties for those who spread false information.","[""The government has implemented a series of measures to prevent the spread of <ARG1>Misinformation</ARG1>, including increased <ARG0>Monitoring</ARG0> of online activity and increased penalties for those who spread false information.""]",1
cnc,id,0,0,prevents_our_data_0_0,"The government has implemented a series of measures to prevent the spread of extremism, including increased monitoring of online activity and increased penalties for those who promote extremist views.","[""The government has implemented a series of measures to prevent the spread of <ARG1>Extremism</ARG1>, including increased <ARG0>Monitoring</ARG0> of online activity and increased penalties for those who promote extremist views.""]",1
cnc,id,0,0,prevents_our_data_0_0,"The government has implemented a series of measures to prevent the spread of corruption, including increased monitoring of public officials and increased penalties for those who engage in corrupt activities.","[""The government has implemented a series of measures to prevent the spread of <ARG1>Corruption</ARG1>, including increased <ARG0>Monitoring</ARG0> of public officials and increased penalties for those who engage in corrupt activities.""]",1
cnc,id,0,0,prevents_our_data_0_0,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the country from developing nuclear weapons.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on North Korea in an effort to prevent the country from <ARG1>Developing nuclear weapons</ARG1>.""]",1
cnc,id,0,0,prevents_our_data_0_0,The United States has imposed economic sanctions on Russia in an effort to prevent the country from interfering in other countries' elections.,"[""The United States has imposed <ARG0>Economic sanctions</ARG0> on Russia in an effort to prevent the country from <ARG1>Interfering</ARG1> in other countries  elections.""]",1
